t_in,v_in,t_out,v_out
0.001132,-0.96,0.001132,-0.04
0.001134,-1,0.001134,-0.04
0.001136,-0.96,0.001136,-0.04
0.001138,-1,0.001138,-0.04
0.00114,-0.96,0.00114,-0.04
0.001142,-0.96,0.001142,-0.04
0.001144,-1,0.001144,-0.04
0.001146,-0.96,0.001146,-0.04
0.001148,-0.96,0.001148,-0.04
0.00115,-1,0.00115,-0.02
0.001152,-0.96,0.001152,-0.04
0.001154,-0.96,0.001154,-0.02
0.001156,-0.96,0.001156,-0.04
0.001158,-0.96,0.001158,-0.04
0.00116,-1,0.00116,-0.02
0.001162,-0.96,0.001162,-0.04
0.001164,-1,0.001164,-0.02
0.001166,-0.96,0.001166,-0.02
0.001168,-0.96,0.001168,-0.02
0.00117,-1,0.00117,-0.02
0.001172,-0.96,0.001172,-0.02
0.001174,-1,0.001174,-0.04
0.001176,-0.96,0.001176,-0.04
0.001178,-1,0.001178,-0.04
0.00118,-0.96,0.00118,-0.02
0.001182,-1,0.001182,-0.02
0.001184,-1,0.001184,-0.02
0.001186,-1,0.001186,-0.02
0.001188,-0.96,0.001188,-0.02
0.00119,-0.96,0.00119,-0.02
0.001192,-1,0.001192,-0.02
0.001194,-0.96,0.001194,-0.02
0.001196,-1,0.001196,-0.02
0.001198,-1,0.001198,-0.04
0.0012,-1,0.0012,-0.04
0.001202,-1,0.001202,-0.04
0.001204,-1,0.001204,-0.04
0.001206,-0.96,0.001206,-0.02
0.001208,-0.96,0.001208,-0.04
0.00121,-0.96,0.00121,-0.04
0.001212,-1,0.001212,-0.04
0.001214,-0.96,0.001214,-0.02
0.001216,-1,0.001216,-0.04
0.001218,-0.96,0.001218,-0.04
0.00122,-0.96,0.00122,-0.04
0.001222,-0.96,0.001222,-0.04
0.001224,-0.96,0.001224,-0.02
0.001226,-0.96,0.001226,-0.04
0.001228,-0.96,0.001228,-0.04
0.00123,-0.96,0.00123,-0.04
0.001232,-0.96,0.001232,-0.02
0.001234,-0.96,0.001234,-0.06
0.001236,-0.96,0.001236,-0.02
0.001238,-1,0.001238,-0.02
0.00124,-1,0.00124,-0.04
0.001242,-0.96,0.001242,-0.04
0.001244,-0.96,0.001244,-0.04
0.001246,-1,0.001246,-0.04
0.001248,-0.96,0.001248,-0.02
0.00125,-1,0.00125,-0.06
0.001252,-0.96,0.001252,-0.02
0.001254,-0.96,0.001254,-0.02
0.001256,-1,0.001256,-0.04
0.001258,-0.96,0.001258,-0.02
0.00126,-0.96,0.00126,-0.02
0.001262,-1,0.001262,-0.04
0.001264,-0.96,0.001264,-0.04
0.001266,-0.96,0.001266,-0.06
0.001268,-1,0.001268,-0.02
0.00127,-1,0.00127,-0.02
0.001272,-1,0.001272,-0.04
0.001274,-0.96,0.001274,-0.04
0.001276,-1,0.001276,-0.02
0.001278,-0.96,0.001278,-0.02
0.00128,-0.96,0.00128,-0.04
0.001282,-1,0.001282,-0.02
0.001284,-1,0.001284,-0.04
0.001286,-0.96,0.001286,-0.02
0.001288,-0.96,0.001288,-0.04
0.00129,-0.96,0.00129,-0.04
0.001292,-1,0.001292,-0.02
0.001294,-1,0.001294,-0.04
0.001296,-1,0.001296,-0.04
0.001298,-0.96,0.001298,-0.04
0.0013,-0.96,0.0013,-0.02
0.001302,-0.96,0.001302,-0.02
0.001304,-1,0.001304,-0.02
0.001306,-0.96,0.001306,-0.02
0.001308,-0.96,0.001308,-0.02
0.00131,-0.96,0.00131,-0.04
0.001312,-0.96,0.001312,-0.04
0.001314,-1,0.001314,-0.04
0.001316,-0.96,0.001316,-0.04
0.001318,-1,0.001318,-0.02
0.00132,-0.96,0.00132,-0.04
0.001322,-0.96,0.001322,-0.04
0.001324,-0.96,0.001324,-0.02
0.001326,-0.96,0.001326,-0.04
0.001328,-0.96,0.001328,-0.04
0.00133,-1,0.00133,-0.04
0.001332,-0.96,0.001332,-0.02
0.001334,-1,0.001334,-0.04
0.001336,-0.96,0.001336,-0.02
0.001338,-0.96,0.001338,-0.04
0.00134,-0.96,0.00134,-0.02
0.001342,-1,0.001342,-0.02
0.001344,-0.96,0.001344,-0.02
0.001346,-0.96,0.001346,-0.04
0.001348,-1,0.001348,-0.02
0.00135,-1,0.00135,-0.04
0.001352,-0.96,0.001352,-0.06
0.001354,-1,0.001354,-0.04
0.001356,-0.96,0.001356,-0.02
0.001358,-1,0.001358,-0.02
0.00136,-0.96,0.00136,-0.04
0.001362,-1,0.001362,-0.04
0.001364,-0.96,0.001364,-0.06
0.001366,-0.96,0.001366,-0.02
0.001368,-0.96,0.001368,-0.04
0.00137,-0.96,0.00137,-0.02
0.001372,-0.96,0.001372,-0.04
0.001374,-0.96,0.001374,-0.02
0.001376,-0.96,0.001376,-0.02
0.001378,-1,0.001378,-0.06
0.00138,-1,0.00138,-0.04
0.001382,-1,0.001382,-0.04
0.001384,-1,0.001384,-0.02
0.001386,-0.96,0.001386,-0.02
0.001388,-0.96,0.001388,-0.04
0.00139,-1,0.00139,-0.04
0.001392,-1,0.001392,-0.02
0.001394,-1,0.001394,-0.02
0.001396,-0.96,0.001396,-0.04
0.001398,-0.96,0.001398,-0.02
0.0014,-1,0.0014,-0.02
0.001402,-1,0.001402,-0.02
0.001404,-1,0.001404,-0.04
0.001406,-0.96,0.001406,-0.04
0.001408,-1,0.001408,-0.04
0.00141,-0.96,0.00141,-0.02
0.001412,-0.96,0.001412,-0.02
0.001414,-1,0.001414,-0.04
0.001416,-0.96,0.001416,-0.02
0.001418,-0.96,0.001418,-0.02
0.00142,-1,0.00142,-0.02
0.001422,-0.96,0.001422,-0.02
0.001424,-1,0.001424,-0.02
0.001426,-1,0.001426,-0.02
0.001428,-1,0.001428,-0.02
0.00143,-0.96,0.00143,-0.04
0.001432,-0.96,0.001432,-0.04
