"Time (ms, ms) - Channel 1",Voltage (V) - Channel 1,"Time (ms, ms) - Channel 2",Voltage (V) - Channel 2
0.178,7.92,0.178,7.84
0.1782,8,0.1782,7.76
0.1784,8.16,0.1784,7.6
0.1786,7.92,0.1786,7.6
0.1788,7.92,0.1788,7.52
0.179,8,0.179,7.44
0.1792,8.08,0.1792,7.36
0.1794,7.92,0.1794,7.36
0.1796,8.08,0.1796,7.2
0.1798,8,0.1798,6.96
0.18,8.08,0.18,7.04
0.1802,8,0.1802,7.04
0.1804,8,0.1804,6.88
0.1806,8,0.1806,6.8
0.1808,8.08,0.1808,6.72
0.181,8.08,0.181,6.72
0.1812,8,0.1812,6.64
0.1814,8.08,0.1814,6.64
0.1816,8,0.1816,6.48
0.1818,7.92,0.1818,6.4
0.182,8.08,0.182,6.4
0.1822,8,0.1822,6.32
0.1824,8.16,0.1824,6.24
0.1826,8,0.1826,6.16
0.1828,8,0.1828,6.08
0.183,8,0.183,6.08
0.1832,8.08,0.1832,6.08
0.1834,8.08,0.1834,6
0.1836,8.16,0.1836,5.92
0.1838,8.08,0.1838,5.84
0.184,8.08,0.184,5.92
0.1842,8.16,0.1842,5.76
0.1844,8,0.1844,5.68
0.1846,8,0.1846,5.6
0.1848,8,0.1848,5.68
0.185,8,0.185,5.52
0.1852,8.08,0.1852,5.52
0.1854,8.08,0.1854,5.44
0.1856,8.08,0.1856,5.36
0.1858,8.08,0.1858,5.36
0.186,8,0.186,5.28
0.1862,8,0.1862,5.28
0.1864,8.08,0.1864,5.2
0.1866,8,0.1866,5.04
0.1868,8.08,0.1868,5.04
0.187,8,0.187,5.04
0.1872,8.08,0.1872,4.88
0.1874,0,0.1874,-1.6
0.1876,0.08,0.1876,-2.88
0.1878,0.08,0.1878,-2.96
0.188,0,0.188,-2.96
0.1882,0.08,0.1882,-2.88
0.1884,0.08,0.1884,-2.96
0.1886,0.08,0.1886,-2.88
0.1888,0.08,0.1888,-2.88
0.189,0,0.189,-2.8
0.1892,0.08,0.1892,-2.72
0.1894,0.08,0.1894,-2.64
0.1896,0,0.1896,-2.72
0.1898,0,0.1898,-2.72
0.19,0.08,0.19,-2.64
0.1902,0.24,0.1902,-2.64
0.1904,0,0.1904,-2.64
0.1906,0,0.1906,-2.56
0.1908,0.08,0.1908,-2.64
0.191,0,0.191,-2.56
0.1912,0,0.1912,-2.48
0.1914,0,0.1914,-2.48
0.1916,0,0.1916,-2.4
0.1918,0.08,0.1918,-2.48
0.192,0,0.192,-2.4
0.1922,0,0.1922,-2.4
0.1924,0,0.1924,-2.4
0.1926,0.08,0.1926,-2.32
0.1928,0,0.1928,-2.32
0.193,0,0.193,-2.32
0.1932,0,0.1932,-2.32
0.1934,0,0.1934,-2.32
0.1936,0,0.1936,-2.24
0.1938,-0.08,0.1938,-2.24
0.194,0,0.194,-2.24
0.1942,0,0.1942,-2.16
0.1944,0.08,0.1944,-2.08
0.1946,0,0.1946,-2.08
0.1948,0.08,0.1948,-2.16
0.195,0,0.195,-2
0.1952,0,0.1952,-2.08
0.1954,0.08,0.1954,-2.08
0.1956,0,0.1956,-2
0.1958,-0.08,0.1958,-2
0.196,-0.08,0.196,-2.08
0.1962,0.08,0.1962,-2
0.1964,0,0.1964,-1.92
0.1966,0,0.1966,-2
0.1968,-0.08,0.1968,-1.92
0.197,0,0.197,-1.92
0.1972,0,0.1972,-1.92
0.1974,0.08,0.1974,-1.92
0.1976,0,0.1976,-1.84
0.1978,-0.08,0.1978,-1.84
0.198,-0.08,0.198,-1.68
0.1982,-0.08,0.1982,-1.68
0.1984,0,0.1984,-1.76
0.1986,-0.08,0.1986,-1.84
0.1988,0,0.1988,-1.68
0.199,0,0.199,-1.76
0.1992,0,0.1992,-1.68
0.1994,-0.08,0.1994,-1.68
0.1996,0,0.1996,-1.76
0.1998,0,0.1998,-1.6
0.2,0,0.2,-1.6
0.2002,0.08,0.2002,-1.52
0.2004,0,0.2004,-1.52
0.2006,0,0.2006,-1.6
0.2008,0.08,0.2008,-1.6
0.201,-0.08,0.201,-1.6
0.2012,0,0.2012,-1.6
0.2014,0.08,0.2014,-1.52
0.2016,0,0.2016,-1.44
0.2018,0,0.2018,-1.52
0.202,0,0.202,-1.52
0.2022,-0.08,0.2022,-1.52
0.2024,0,0.2024,-1.44
0.2026,0,0.2026,-1.44
0.2028,0,0.2028,-1.44
0.203,0,0.203,-1.44
0.2032,0,0.2032,-1.44
0.2034,0.08,0.2034,-1.28
0.2036,-0.08,0.2036,-1.36
0.2038,0,0.2038,-1.44
0.204,-0.08,0.204,-1.36
0.2042,0,0.2042,-1.28
0.2044,0,0.2044,-1.36
0.2046,0,0.2046,-1.28
0.2048,0,0.2048,-1.28
0.205,0,0.205,-1.28
0.2052,-0.08,0.2052,-1.2
0.2054,0,0.2054,-1.28
0.2056,-0.08,0.2056,-1.28
0.2058,0.08,0.2058,-1.28
0.206,0,0.206,-1.28
0.2062,-0.08,0.2062,-1.2
0.2064,0,0.2064,-1.2
0.2066,0.08,0.2066,-1.2
0.2068,0.08,0.2068,-1.2
0.207,0.08,0.207,-1.12
0.2072,0,0.2072,-1.12
0.2074,0,0.2074,-1.12
0.2076,0,0.2076,-1.12
0.2078,0,0.2078,-1.12
0.208,0,0.208,-1.12
0.2082,0,0.2082,-1.12
0.2084,0,0.2084,-1.12
0.2086,0,0.2086,-1.12
0.2088,0,0.2088,-1.04
0.209,0,0.209,-0.96
0.2092,-0.08,0.2092,-1.12
0.2094,0.08,0.2094,-1.04
0.2096,0,0.2096,-1.04
0.2098,0,0.2098,-0.96
0.21,0,0.21,-0.96
0.2102,-0.08,0.2102,-1.04
0.2104,0,0.2104,-0.96
0.2106,0,0.2106,-0.96
0.2108,-0.08,0.2108,-0.88
0.211,0,0.211,-0.96
0.2112,0,0.2112,-0.96
0.2114,0,0.2114,-0.88
0.2116,-0.08,0.2116,-0.96
0.2118,0,0.2118,-0.96
0.212,0,0.212,-0.88
0.2122,0,0.2122,-0.96
0.2124,0,0.2124,-0.8
0.2126,0,0.2126,-0.8
0.2128,-0.08,0.2128,-0.88
0.213,0,0.213,-0.8
0.2132,0,0.2132,-0.72
0.2134,-0.08,0.2134,-0.88
0.2136,0,0.2136,-0.72
0.2138,-0.08,0.2138,-0.72
0.214,0,0.214,-0.88
0.2142,0,0.2142,-0.8
0.2144,0,0.2144,-0.8
0.2146,0,0.2146,-0.8
0.2148,0,0.2148,-0.8
0.215,-0.08,0.215,-0.72
0.2152,0,0.2152,-0.8
0.2154,0,0.2154,-0.64
0.2156,0.08,0.2156,-0.72
0.2158,0,0.2158,-0.72
0.216,0.08,0.216,-0.72
0.2162,0,0.2162,-0.72
0.2164,-0.08,0.2164,-0.64
0.2166,0,0.2166,-0.72
0.2168,0,0.2168,-0.64
0.217,-0.08,0.217,-0.72
0.2172,0,0.2172,-0.72
0.2174,0,0.2174,-0.64
0.2176,-0.08,0.2176,-0.64
0.2178,0,0.2178,-0.64
0.218,-0.08,0.218,-0.64
0.2182,-0.08,0.2182,-0.72
0.2184,-0.16,0.2184,-0.56
0.2186,0,0.2186,-0.64
0.2188,0,0.2188,-0.64
0.219,-0.08,0.219,-0.56
0.2192,-0.08,0.2192,-0.64
0.2194,-0.08,0.2194,-0.64
0.2196,0.08,0.2196,-0.56
0.2198,0,0.2198,-0.64
0.22,-0.08,0.22,-0.56
0.2202,-0.08,0.2202,-0.64
0.2204,0,0.2204,-0.56
0.2206,0,0.2206,-0.64
0.2208,-0.08,0.2208,-0.56
0.221,0,0.221,-0.56
0.2212,0,0.2212,-0.48
0.2214,0,0.2214,-0.56
0.2216,0,0.2216,-0.48
0.2218,0,0.2218,-0.64
0.222,0,0.222,-0.56
0.2222,0,0.2222,-0.56
0.2224,-0.08,0.2224,-0.48
0.2226,-0.08,0.2226,-0.48
0.2228,-0.08,0.2228,-0.56
0.223,0,0.223,-0.48
0.2232,0,0.2232,-0.48
0.2234,0,0.2234,-0.48
0.2236,0.08,0.2236,-0.48
0.2238,0,0.2238,-0.4
0.224,0,0.224,-0.48
0.2242,0,0.2242,-0.48
0.2244,0,0.2244,-0.48
0.2246,-0.08,0.2246,-0.48
0.2248,0,0.2248,-0.56
0.225,-0.08,0.225,-0.48
0.2252,-0.08,0.2252,-0.48
0.2254,0,0.2254,-0.4
0.2256,-0.08,0.2256,-0.48
0.2258,-0.08,0.2258,-0.4
0.226,0,0.226,-0.4
0.2262,0,0.2262,-0.4
0.2264,0,0.2264,-0.4
0.2266,0,0.2266,-0.4
0.2268,0.08,0.2268,-0.48
0.227,0,0.227,-0.32
0.2272,0,0.2272,-0.48
0.2274,0,0.2274,-0.4
0.2276,-0.08,0.2276,-0.4
0.2278,0,0.2278,-0.48
0.228,0,0.228,-0.32
0.2282,0,0.2282,-0.32
0.2284,0,0.2284,-0.48
0.2286,0,0.2286,-0.4
0.2288,0,0.2288,-0.4
0.229,0,0.229,-0.4
0.2292,0,0.2292,-0.4
0.2294,-0.08,0.2294,-0.32
0.2296,0,0.2296,-0.4
0.2298,0,0.2298,-0.32
0.23,0,0.23,-0.4
0.2302,0,0.2302,-0.32
0.2304,0,0.2304,-0.4
0.2306,-0.08,0.2306,-0.32
0.2308,0,0.2308,-0.4
0.231,0,0.231,-0.32
0.2312,0,0.2312,-0.32
0.2314,-0.08,0.2314,-0.32
0.2316,0,0.2316,-0.4
0.2318,-0.08,0.2318,-0.4
0.232,0,0.232,-0.4
0.2322,-0.08,0.2322,-0.24
0.2324,0,0.2324,-0.24
0.2326,0,0.2326,-0.4
0.2328,0,0.2328,-0.32
0.233,0,0.233,-0.24
0.2332,0,0.2332,-0.32
0.2334,-0.08,0.2334,-0.24
0.2336,-0.08,0.2336,-0.24
0.2338,0,0.2338,-0.32
0.234,0,0.234,-0.32
0.2342,-0.08,0.2342,-0.24
0.2344,0,0.2344,-0.32
0.2346,0,0.2346,-0.16
0.2348,0,0.2348,-0.32
0.235,0,0.235,-0.32
0.2352,-0.08,0.2352,-0.24
0.2354,0,0.2354,-0.4
0.2356,0,0.2356,-0.32
0.2358,0.08,0.2358,-0.32
0.236,-0.08,0.236,-0.24
0.2362,0.08,0.2362,-0.32
0.2364,0,0.2364,-0.24
0.2366,0.08,0.2366,-0.24
0.2368,-0.08,0.2368,-0.24
0.237,0,0.237,-0.24
0.2372,0,0.2372,-0.16
0.2374,0.08,0.2374,-0.24
0.2376,0,0.2376,-0.24
0.2378,-0.08,0.2378,-0.24
0.238,0,0.238,-0.24
0.2382,0,0.2382,-0.16
0.2384,0,0.2384,-0.24
0.2386,0,0.2386,-0.24
0.2388,0,0.2388,-0.16
0.239,0,0.239,-0.24
0.2392,0,0.2392,-0.32
0.2394,0,0.2394,-0.24
0.2396,0,0.2396,-0.16
0.2398,-0.08,0.2398,-0.08
0.24,0,0.24,-0.24
0.2402,0,0.2402,-0.24
0.2404,0,0.2404,-0.24
0.2406,0,0.2406,-0.24
0.2408,-0.08,0.2408,-0.24
0.241,0,0.241,-0.16
0.2412,0,0.2412,-0.32
0.2414,0,0.2414,-0.24
0.2416,0,0.2416,-0.24
0.2418,0.08,0.2418,-0.16
0.242,0,0.242,-0.24
0.2422,0,0.2422,-0.24
0.2424,0,0.2424,-0.16
0.2426,0,0.2426,-0.24
0.2428,0.08,0.2428,-0.32
0.243,-0.08,0.243,-0.24
0.2432,-0.08,0.2432,-0.24
0.2434,0,0.2434,-0.16
0.2436,0,0.2436,-0.16
0.2438,0,0.2438,-0.16
0.244,-0.08,0.244,-0.24
0.2442,0,0.2442,-0.16
0.2444,-0.08,0.2444,-0.24
0.2446,-0.08,0.2446,-0.16
0.2448,-0.08,0.2448,-0.08
0.245,-0.08,0.245,-0.16
0.2452,-0.08,0.2452,-0.16
0.2454,0,0.2454,-0.16
0.2456,-0.08,0.2456,-0.08
0.2458,0,0.2458,-0.16
0.246,0,0.246,-0.16
0.2462,0,0.2462,-0.08
0.2464,0,0.2464,-0.24
0.2466,0,0.2466,-0.16
0.2468,0.08,0.2468,-0.08
0.247,0,0.247,-0.16
0.2472,0.08,0.2472,-0.16
0.2474,0,0.2474,-0.16
0.2476,0,0.2476,-0.16
0.2478,0,0.2478,-0.16
0.248,-0.08,0.248,-0.16
0.2482,0,0.2482,-0.16
0.2484,-0.08,0.2484,-0.16
0.2486,0,0.2486,-0.16
0.2488,0,0.2488,-0.08
0.249,0,0.249,-0.16
0.2492,-0.08,0.2492,-0.08
0.2494,0,0.2494,-0.16
0.2496,0.08,0.2496,-0.16
0.2498,0,0.2498,-0.16
0.25,0,0.25,-0.08
0.2502,0,0.2502,-0.16
0.2504,0,0.2504,-0.16
0.2506,0,0.2506,-0.08
0.2508,0,0.2508,-0.08
0.251,0,0.251,-0.08
0.2512,0,0.2512,-0.08
0.2514,0,0.2514,-0.16
0.2516,0,0.2516,-0.08
0.2518,0,0.2518,-0.08
0.252,0,0.252,-0.08
0.2522,0,0.2522,-0.16
0.2524,-0.16,0.2524,-0.16
0.2526,0,0.2526,-0.08
0.2528,0,0.2528,-0.08
0.253,0,0.253,-0.08
0.2532,0,0.2532,-0.08
0.2534,0,0.2534,-0.08
0.2536,-0.08,0.2536,-0.08
0.2538,0,0.2538,-0.08
0.254,0,0.254,-0.16
0.2542,-0.08,0.2542,-0.08
0.2544,0,0.2544,-0.08
0.2546,0.08,0.2546,-0.08
0.2548,0.08,0.2548,-0.08
0.255,-0.16,0.255,-0.16
0.2552,0.08,0.2552,-0.16
0.2554,0,0.2554,-0.08
0.2556,0,0.2556,-0.16
0.2558,-0.08,0.2558,-0.16
0.256,0,0.256,-0.16
0.2562,0,0.2562,0
0.2564,0,0.2564,-0.08
0.2566,0,0.2566,-0.08
0.2568,0,0.2568,-0.16
0.257,0,0.257,-0.08
0.2572,-0.08,0.2572,-0.08
0.2574,-0.08,0.2574,-0.08
0.2576,-0.08,0.2576,-0.08
0.2578,0,0.2578,-0.08
0.258,-0.08,0.258,-0.08
0.2582,-0.08,0.2582,0
0.2584,0,0.2584,-0.08
0.2586,0,0.2586,-0.08
0.2588,-0.08,0.2588,-0.08
0.259,0,0.259,-0.08
0.2592,0,0.2592,0
0.2594,0,0.2594,-0.08
0.2596,0,0.2596,0
0.2598,0,0.2598,0
0.26,0,0.26,-0.08
0.2602,-0.08,0.2602,-0.08
0.2604,0,0.2604,-0.08
0.2606,0,0.2606,-0.08
0.2608,0,0.2608,0
0.261,0,0.261,-0.16
0.2612,0,0.2612,0
0.2614,0,0.2614,-0.16
0.2616,0.08,0.2616,-0.08
0.2618,0,0.2618,-0.16
0.262,-0.08,0.262,-0.16
0.2622,0,0.2622,0
0.2624,0,0.2624,-0.08
0.2626,0,0.2626,-0.08
0.2628,0,0.2628,-0.08
0.263,-0.08,0.263,0
0.2632,0,0.2632,-0.08
0.2634,0,0.2634,-0.08
0.2636,0,0.2636,-0.08
0.2638,-0.08,0.2638,-0.08
0.264,0,0.264,0
0.2642,0,0.2642,-0.16
0.2644,-0.08,0.2644,-0.08
0.2646,0,0.2646,-0.08
0.2648,0,0.2648,0
0.265,-0.08,0.265,0
0.2652,0,0.2652,0
0.2654,-0.08,0.2654,0
0.2656,-0.08,0.2656,0
0.2658,0,0.2658,0
0.266,-0.08,0.266,-0.08
0.2662,-0.08,0.2662,-0.16
0.2664,0,0.2664,-0.16
0.2666,-0.08,0.2666,-0.16
0.2668,0,0.2668,-0.08
0.267,0,0.267,-0.08
0.2672,-0.08,0.2672,0
0.2674,0,0.2674,-0.08
0.2676,0,0.2676,-0.08
0.2678,0,0.2678,-0.08
0.268,-0.08,0.268,-0.08
0.2682,0,0.2682,-0.08
0.2684,0,0.2684,-0.08
0.2686,-0.08,0.2686,0
0.2688,-0.08,0.2688,-0.08
0.269,-0.08,0.269,-0.08
0.2692,-0.08,0.2692,-0.08
0.2694,0,0.2694,-0.08
0.2696,-0.08,0.2696,-0.08
0.2698,-0.08,0.2698,-0.08
0.27,0,0.27,-0.08
0.2702,0,0.2702,-0.08
0.2704,-0.08,0.2704,0
0.2706,0,0.2706,-0.08
0.2708,-0.08,0.2708,0
0.271,0,0.271,-0.08
0.2712,0,0.2712,-0.08
0.2714,0,0.2714,-0.08
0.2716,-0.16,0.2716,-0.08
0.2718,-0.08,0.2718,0
0.272,0,0.272,-0.08
0.2722,-0.08,0.2722,-0.08
0.2724,0,0.2724,-0.08
0.2726,-0.08,0.2726,0
0.2728,0,0.2728,-0.08
0.273,-0.08,0.273,0
0.2732,-0.08,0.2732,-0.08
0.2734,-0.08,0.2734,0
0.2736,0,0.2736,0
0.2738,0,0.2738,0
0.274,0.08,0.274,0.08
0.2742,0.08,0.2742,0
0.2744,0.08,0.2744,0.08
0.2746,0.08,0.2746,-0.08
0.2748,0,0.2748,-0.08
0.275,0,0.275,0
0.2752,0,0.2752,-0.08
0.2754,0.08,0.2754,-0.08
0.2756,-0.08,0.2756,-0.08
0.2758,-0.08,0.2758,0
0.276,0,0.276,-0.08
0.2762,-0.08,0.2762,0
0.2764,0,0.2764,0
0.2766,0,0.2766,0
0.2768,0,0.2768,0
0.277,-0.08,0.277,0
0.2772,-0.08,0.2772,0
0.2774,-0.08,0.2774,-0.08
0.2776,0.08,0.2776,-0.08
0.2778,0,0.2778,0
0.278,0,0.278,-0.08
0.2782,0,0.2782,-0.08
0.2784,0,0.2784,-0.08
0.2786,0,0.2786,0
0.2788,0,0.2788,0
0.279,0,0.279,0
0.2792,-0.08,0.2792,-0.08
0.2794,0.08,0.2794,0
0.2796,0,0.2796,0
0.2798,-0.08,0.2798,0.08
0.28,0.08,0.28,-0.08
0.2802,0,0.2802,-0.08
0.2804,0.08,0.2804,0
0.2806,-0.08,0.2806,-0.08
0.2808,0,0.2808,0
0.281,0,0.281,0
0.2812,0,0.2812,0
0.2814,-0.08,0.2814,0
0.2816,0.08,0.2816,0
0.2818,-0.08,0.2818,-0.08
0.282,0,0.282,0
0.2822,0,0.2822,0
0.2824,0,0.2824,0
0.2826,0,0.2826,-0.08
0.2828,-0.08,0.2828,-0.08
0.283,0,0.283,-0.08
0.2832,0.08,0.2832,-0.08
0.2834,0,0.2834,0.08
0.2836,0,0.2836,-0.08
0.2838,-0.08,0.2838,0
0.284,-0.08,0.284,-0.08
0.2842,0.08,0.2842,-0.08
0.2844,0,0.2844,0
0.2846,-0.08,0.2846,-0.08
0.2848,0,0.2848,0
0.285,0,0.285,-0.08
0.2852,0,0.2852,-0.08
0.2854,-0.08,0.2854,0
0.2856,0.08,0.2856,0
0.2858,-0.08,0.2858,0
0.286,0,0.286,0
0.2862,0,0.2862,-0.08
0.2864,0,0.2864,0
0.2866,0,0.2866,0
0.2868,0,0.2868,0
0.287,0,0.287,0
0.2872,0,0.2872,0
0.2874,0,0.2874,0
0.2876,0,0.2876,0
0.2878,0,0.2878,-0.08
0.288,0,0.288,0
0.2882,-0.08,0.2882,0
0.2884,0,0.2884,-0.08
0.2886,0,0.2886,0.16
0.2888,-0.08,0.2888,-0.08
0.289,-0.08,0.289,-0.08
0.2892,0,0.2892,0
0.2894,-0.08,0.2894,0
0.2896,0,0.2896,-0.08
0.2898,0,0.2898,-0.08
0.29,-0.08,0.29,0
0.2902,0,0.2902,-0.08
0.2904,0,0.2904,0
0.2906,0,0.2906,0
0.2908,0.08,0.2908,-0.08
0.291,0,0.291,-0.08
0.2912,-0.08,0.2912,-0.08
0.2914,0,0.2914,-0.08
0.2916,-0.08,0.2916,0
0.2918,0,0.2918,0
0.292,0,0.292,0
0.2922,-0.08,0.2922,0
0.2924,0,0.2924,0
0.2926,-0.08,0.2926,0
0.2928,-0.08,0.2928,0
0.293,0,0.293,-0.08
0.2932,0,0.2932,-0.08
0.2934,0,0.2934,0
0.2936,0,0.2936,0
0.2938,-0.08,0.2938,0
0.294,0.08,0.294,0
0.2942,-0.08,0.2942,-0.08
0.2944,0,0.2944,0
0.2946,-0.08,0.2946,-0.08
0.2948,0.08,0.2948,-0.08
0.295,-0.08,0.295,-0.08
0.2952,-0.08,0.2952,0
0.2954,-0.08,0.2954,0.08
0.2956,0,0.2956,0
0.2958,0,0.2958,0
0.296,-0.08,0.296,-0.08
0.2962,0,0.2962,-0.08
0.2964,0,0.2964,0
0.2966,0,0.2966,0
0.2968,0,0.2968,-0.08
0.297,0,0.297,0
0.2972,-0.08,0.2972,0
0.2974,0,0.2974,0
0.2976,-0.08,0.2976,0
0.2978,0,0.2978,-0.08
0.298,0,0.298,0.08
0.2982,0,0.2982,0.08
0.2984,0,0.2984,0
0.2986,0,0.2986,-0.08
0.2988,0,0.2988,0
0.299,0,0.299,0
0.2992,0,0.2992,0
0.2994,0,0.2994,0
0.2996,0,0.2996,0.08
0.2998,-0.08,0.2998,0
0.3,-0.08,0.3,0
0.3002,0,0.3002,0
0.3004,0,0.3004,0.08
0.3006,0,0.3006,-0.08
0.3008,0.08,0.3008,0
0.301,0,0.301,-0.08
0.3012,0.08,0.3012,0
0.3014,0,0.3014,0
0.3016,-0.08,0.3016,0
0.3018,0,0.3018,0.08
0.302,-0.08,0.302,-0.08
0.3022,-0.08,0.3022,-0.08
0.3024,0,0.3024,0
0.3026,-0.08,0.3026,0.08
0.3028,0,0.3028,-0.08
0.303,0,0.303,0.08
0.3032,-0.08,0.3032,0.08
0.3034,-0.08,0.3034,-0.08
0.3036,0,0.3036,0
0.3038,-0.08,0.3038,0
0.304,0,0.304,0
0.3042,0,0.3042,0
0.3044,0,0.3044,0.08
0.3046,0,0.3046,0
0.3048,0,0.3048,0
0.305,-0.08,0.305,0.08
0.3052,0,0.3052,0
0.3054,0.08,0.3054,0
0.3056,-0.08,0.3056,0
0.3058,-0.08,0.3058,0
0.306,0,0.306,0
0.3062,0,0.3062,0
0.3064,0,0.3064,0
0.3066,0.08,0.3066,0.08
0.3068,-0.08,0.3068,-0.08
0.307,0,0.307,0.08
0.3072,0,0.3072,0
0.3074,0,0.3074,-0.08
0.3076,0,0.3076,0
0.3078,0,0.3078,0.08
0.308,0,0.308,0
0.3082,-0.08,0.3082,0
0.3084,0,0.3084,0
0.3086,-0.08,0.3086,0
0.3088,0,0.3088,-0.08
0.309,0,0.309,0.08
0.3092,-0.08,0.3092,0
0.3094,0,0.3094,0
0.3096,0,0.3096,0
0.3098,0,0.3098,0
0.31,0,0.31,0
0.3102,-0.08,0.3102,0.08
0.3104,-0.08,0.3104,0
0.3106,0,0.3106,-0.08
0.3108,0,0.3108,-0.08
0.311,0,0.311,0
0.3112,0,0.3112,0
0.3114,0,0.3114,-0.08
0.3116,-0.08,0.3116,0.08
0.3118,0,0.3118,-0.08
0.312,-0.08,0.312,0
0.3122,0,0.3122,0.08
0.3124,-0.08,0.3124,0
0.3126,0,0.3126,0
0.3128,0,0.3128,0
0.313,-0.08,0.313,-0.08
0.3132,0,0.3132,-0.08
0.3134,0.08,0.3134,0
0.3136,0,0.3136,0
0.3138,0.08,0.3138,0
0.314,0,0.314,0
0.3142,0,0.3142,0.08
0.3144,0,0.3144,0
0.3146,0,0.3146,0
0.3148,0,0.3148,0
0.315,0,0.315,0.08
0.3152,0.08,0.3152,0
0.3154,0,0.3154,-0.08
0.3156,0,0.3156,0.08
0.3158,0,0.3158,0.08
0.316,0,0.316,0
0.3162,0,0.3162,0
0.3164,0,0.3164,0
0.3166,0,0.3166,-0.08
0.3168,-0.08,0.3168,0.08
0.317,0,0.317,0
0.3172,-0.08,0.3172,-0.08
0.3174,-0.08,0.3174,-0.08
0.3176,0,0.3176,-0.08
0.3178,0,0.3178,-0.08
0.318,0,0.318,-0.08
0.3182,-0.08,0.3182,-0.08
0.3184,-0.08,0.3184,-0.08
0.3186,0,0.3186,0
0.3188,0.08,0.3188,0.08
0.319,0,0.319,0
0.3192,0.08,0.3192,0.08
0.3194,0,0.3194,0.08
0.3196,-0.08,0.3196,0.08
0.3198,-0.08,0.3198,0
0.32,0.08,0.32,0.08
0.3202,0,0.3202,0.08
0.3204,0,0.3204,0
0.3206,0,0.3206,0
0.3208,0,0.3208,0
0.321,0,0.321,-0.08
0.3212,-0.08,0.3212,0
0.3214,0,0.3214,0
0.3216,-0.08,0.3216,0
0.3218,0,0.3218,0
0.322,-0.08,0.322,0
0.3222,0,0.3222,0.08
0.3224,-0.08,0.3224,0
0.3226,0,0.3226,0
0.3228,-0.08,0.3228,0.08
0.323,-0.08,0.323,0
0.3232,0,0.3232,0
0.3234,-0.08,0.3234,0.08
0.3236,-0.08,0.3236,0
0.3238,0,0.3238,0
0.324,0,0.324,0
0.3242,-0.08,0.3242,0.08
0.3244,0,0.3244,0
0.3246,0,0.3246,0
0.3248,-0.08,0.3248,0.08
0.325,0,0.325,0
0.3252,-0.16,0.3252,0.08
0.3254,0,0.3254,0
0.3256,0,0.3256,-0.08
0.3258,0,0.3258,0
0.326,0,0.326,0
0.3262,0,0.3262,0
0.3264,0.08,0.3264,0
0.3266,0,0.3266,0
0.3268,-0.08,0.3268,0
0.327,0.08,0.327,0
0.3272,0,0.3272,0
0.3274,-0.08,0.3274,0
0.3276,0,0.3276,0.08
0.3278,0,0.3278,0
0.328,0,0.328,-0.08
0.3282,-0.08,0.3282,0.08
0.3284,-0.08,0.3284,0.08
0.3286,-0.08,0.3286,0.08
0.3288,0.08,0.3288,0
0.329,-0.08,0.329,0
0.3292,0,0.3292,-0.08
0.3294,0,0.3294,0
0.3296,-0.08,0.3296,0
0.3298,0,0.3298,0
0.33,0,0.33,0
0.3302,0.08,0.3302,0.08
0.3304,0.08,0.3304,-0.08
0.3306,0,0.3306,-0.08
0.3308,-0.08,0.3308,0
0.331,0,0.331,-0.08
0.3312,0,0.3312,-0.08
0.3314,0,0.3314,-0.08
0.3316,0,0.3316,-0.08
0.3318,-0.08,0.3318,0
0.332,-0.08,0.332,0.08
0.3322,0,0.3322,-0.08
0.3324,0,0.3324,0.08
0.3326,0,0.3326,0
0.3328,-0.08,0.3328,0
0.333,0.08,0.333,0
0.3332,0,0.3332,0
0.3334,0,0.3334,0
0.3336,0,0.3336,0.08
0.3338,-0.08,0.3338,0
0.334,0,0.334,0
0.3342,0,0.3342,0
0.3344,0,0.3344,0
0.3346,-0.08,0.3346,-0.08
0.3348,0,0.3348,0
0.335,-0.08,0.335,0
0.3352,0,0.3352,0.08
0.3354,0,0.3354,0
0.3356,0,0.3356,0
0.3358,0,0.3358,0
0.336,0,0.336,0
0.3362,0,0.3362,0
0.3364,-0.08,0.3364,0
0.3366,-0.08,0.3366,0
0.3368,0,0.3368,0
0.337,0.08,0.337,0
0.3372,0,0.3372,0.08
0.3374,-0.08,0.3374,0
0.3376,-0.08,0.3376,0
0.3378,0,0.3378,0
0.338,-0.08,0.338,0
0.3382,0,0.3382,-0.08
0.3384,0.08,0.3384,0
0.3386,-0.08,0.3386,0
0.3388,0,0.3388,0
0.339,-0.08,0.339,0.08
0.3392,0,0.3392,0
0.3394,-0.08,0.3394,0.08
0.3396,-0.08,0.3396,0
0.3398,-0.08,0.3398,0
0.34,0,0.34,0
0.3402,-0.08,0.3402,-0.08
0.3404,0,0.3404,0
0.3406,-0.16,0.3406,0
0.3408,0,0.3408,0
0.341,0,0.341,-0.08
0.3412,0,0.3412,0
0.3414,0,0.3414,0
0.3416,-0.08,0.3416,0
0.3418,0,0.3418,0
0.342,0,0.342,0
0.3422,0,0.3422,0
0.3424,0,0.3424,0
0.3426,0,0.3426,0
0.3428,-0.08,0.3428,-0.08
0.343,0,0.343,0
0.3432,-0.08,0.3432,0.08
0.3434,0,0.3434,0
0.3436,0.08,0.3436,0
0.3438,-0.08,0.3438,-0.08
0.344,0,0.344,0
0.3442,-0.08,0.3442,0
0.3444,-0.08,0.3444,-0.08
0.3446,-0.16,0.3446,-0.08
0.3448,-0.08,0.3448,0
0.345,0.08,0.345,0
